intensity,0.00V,0.01V,0.02V,0.03V,0.04V,0.05V,0.06V,0.07V,0.08V,0.09V,0.10V,0.11V,0.12V,0.13V,0.14V,0.15V,0.16V,0.17V,0.18V,0.19V,0.20V,0.21V,0.22V,0.23V,0.24V,0.25V,0.26V,0.27V,0.28V,0.29V,0.30V,0.31V,0.32V,0.33V,0.34V,0.35V,0.36V,0.37V,0.38V,0.39V,0.40V,0.41V,0.42V,0.43V,0.44V,0.45V,0.46V,0.47V,0.48V,0.49V,0.50V,0.51V,0.52V,0.53V,0.54V,0.55V,0.56V,0.57V,0.58V,0.59V,0.60V,0.61V,0.62V,0.63V,0.64V,0.65V,0.66V,0.67V,0.68V,0.69V,0.70V,0.71V,0.72V,0.73V,0.74V,0.75V,0.76V,0.77V,0.78V,0.79V,0.80V,0.81V,0.82V,0.83V,0.84V,0.85V,0.86V,0.87V,0.88V,0.89V,0.90V,0.91V,0.92V,0.93V,0.94V,0.95V,0.96V,0.97V,0.98V,0.99V
100,1426.8876953125,1393.7841796875,1419.9560546875,1522.9736328125,1479.390625,1554.87890625,1616.56640625,1611.83984375,1549.62109375,1770.345703125,1711.5537109375,1957.0693359375,1920.1572265625,1995.28515625,1947.6181640625,2185.6162109375,2155.8076171875,2219.0419921875,2348.7900390625,2518.1875,2592.455078125,2697.720703125,2829.19921875,2951.0380859375,2827.787109375,3166.19921875,3121.5712890625,3245.423828125,3112.9208984375,3214.02734375,3225.923828125,3259.8212890625,3497.673828125,3471.3134765625,3447.11328125,3360.1123046875,3603.3271484375,3499.8603515625,3695.0703125,3503.8857421875,3500.3671875,3727.197265625,3729.7626953125,3571.7021484375,3688.03125,3664.685546875,3643.291015625,3884.26953125,3662.1611328125,3878.9033203125,3715.8740234375,3970.0546875,3780.8896484375,4012.1982421875,4040.28515625,3976.76171875,3883.6650390625,4082.5048828125,4016.666015625,3965.30078125,4095.0322265625,3952.3974609375,4242.755859375,4179.36328125,4332.7578125,4147.990234375,4424.5009765625,4167.498046875,4182.9482421875,4558.34375,4262.4697265625,4380.078125,4366.298828125,4489.6025390625,4393.8232421875,4548.7646484375,4804.8701171875,4797.59375,4607.83984375,4743.4912109375,4846.427734375,4744.5263671875,4988.4990234375,4890.990234375,5023.8193359375,5268.455078125,5090.63671875,5194.345703125,5368.90625,5557.90625,5518.1416015625,5543.5048828125,5751.9208984375,5660.2978515625,6033.837890625,6133.3935546875,5992.6962890625,6177.1396484375,6209.9189453125,6468.9130859375
110,1524.8134765625,1566.138671875,1559.9765625,1511.3212890625,1589.931640625,1624.4541015625,1634.9423828125,1770.4931640625,1790.955078125,1870.3046875,1847.234375,1912.69921875,2011.2626953125,2102.02734375,2213.91796875,2319.8095703125,2372.6923828125,2480.0419921875,2647.861328125,2649.2158203125,2775.3603515625,3055.87109375,3115.5224609375,3201.5087890625,3336.3876953125,3400.07421875,3389.7783203125,3639.904296875,3584.5830078125,3637.099609375,3698.2587890625,3606.7607421875,3573.4296875,3755.5419921875,3870.4833984375,3768.208984375,3977.486328125,3966.6884765625,3766.4931640625,4014.423828125,4085.115234375,3904.8291015625,4026.384765625,4081.984375,3964.306640625,4041.7421875,4035.701171875,4279.103515625,3978.3134765625,4183.330078125,4258.8740234375,4186.9912109375,4062.490234375,4291.67578125,4132.060546875,4298.6298828125,4440.921875,4236.638671875,4576.32421875,4328.34765625,4600.279296875,4302.716796875,4673.2548828125,4557.212890625,4448.7568359375,4607.1064453125,4481.4619140625,4528.5849609375,4793.21875,4887.2529296875,4660.984375,4953.765625,4708.0283203125,4904.599609375,5172.015625,4909.8017578125,5117.13671875,4973.4599609375,5313.2880859375,5343.82421875,5133.876953125,5128.8037109375,5237.4248046875,5606.8896484375,5334.1953125,5789.9150390625,5748.431640625,5544.5947265625,5960.8662109375,6003.2705078125,5749.4208984375,6067.642578125,5897.59375,6142.716796875,6337.833984375,6509.8515625,6336.15625,6702.2548828125,6803.2275390625,6702.4931640625
120,1607.5126953125,1653.125,1620.5029296875,1638.54296875,1726.7890625,1749.927734375,1705.0390625,1793.1416015625,1861.02734375,1894.828125,1962.25390625,2131.5029296875,2202.9345703125,2178.4169921875,2450.572265625,2560.7529296875,2529.4423828125,2707.330078125,2787.392578125,3039.9482421875,2959.67578125,3125.8935546875,3372.158203125,3505.3603515625,3492.87890625,3526.48828125,3836.205078125,3692.236328125,3876.798828125,3710.947265625,4106.58984375,4075.93359375,4032.705078125,4202.6591796875,4176.4931640625,3934.8369140625,4230.505859375,4293.244140625,4289.0732421875,4190.5068359375,4463.783203125,4133.9013671875,4469.12890625,4448.4775390625,4173.61328125,4530.990234375,4464.59375,4261.658203125,4339.5791015625,4329.80078125,4550.3779296875,4343.216796875,4808.3125,4417.5078125,4665.90625,4815.291015625,4503.2578125,4843.3681640625,4848.5166015625,4814.8935546875,4656.533203125,5031.451171875,4767.9970703125,4755.5078125,4795.5634765625,4830.912109375,5146.15625,5225.2939453125,4891.0185546875,5205.3427734375,5265.412109375,5401.1171875,5400.375,5472.0556640625,5152.4951171875,5544.2626953125,5333.6376953125,5401.1337890625,5322.666015625,5494.845703125,5459.1494140625,5544.7705078125,5859.130859375,5980.974609375,6001.0263671875,6054.4599609375,6123.736328125,5934.017578125,6270.119140625,6103.044921875,6397.4794921875,6516.3232421875,6338.7939453125,6643.4482421875,6547.1435546875,6730.76953125,6684.7294921875,7062.3330078125,6973.2001953125,7002.47265625
130,1714.75390625,1762.3798828125,1715.1181640625,1770.8447265625,1831.453125,1839.98828125,1891.396484375,1924.4189453125,2005.75,2107.9072265625,2091.041015625,2230.3720703125,2309.5341796875,2463.2265625,2517.4296875,2710.322265625,2828.138671875,2964.4921875,2971.48828125,3190.048828125,3395.509765625,3551.1142578125,3739.8974609375,3751.228515625,3964.2890625,4027.4375,3900.6181640625,4286.3603515625,4287.7939453125,4161.80078125,4468.7060546875,4250.044921875,4293.0087890625,4304.3095703125,4408.7509765625,4678.076171875,4742.2099609375,4649.81640625,4523.8017578125,4673.9033203125,4548.671875,4496.587890625,4555.529296875,4694.333984375,4775.6298828125,4668.939453125,4731.294921875,4795.0419921875,4834.3974609375,4704.1923828125,4861.142578125,4974.9921875,4861.1787109375,4936.6943359375,5035.5107421875,5307.517578125,5431.6376953125,4928.158203125,5175.640625,5521.365234375,5167.1171875,5146.427734375,5494.1513671875,5175.7255859375,5230.845703125,5458.75,5587.0859375,5302.662109375,5462.150390625,5457.7724609375,5609.68359375,5815.6533203125,5837.05078125,5677.5234375,5593.8759765625,5811.296875,5805.873046875,5777.08203125,6123.2529296875,6069.2685546875,5994.220703125,6223.607421875,6326.640625,6092.3203125,6402.759765625,6380.19140625,6361.474609375,6595.58984375,6609.7568359375,6514.1865234375,6855.2734375,6883.421875,6806.1171875,7101.783203125,7375.4765625,7187.775390625,7515.8232421875,7526.13671875,7447.05078125,7554.3671875
140,1974.07421875,1963.0,1914.3583984375,1926.1708984375,1966.0185546875,2056.01953125,1997.283203125,2038.51953125,2120.763671875,2283.2509765625,2345.8857421875,2351.25390625,2576.65234375,2555.6572265625,2772.6923828125,2770.07421875,2963.953125,3187.55859375,3338.8515625,3435.775390625,3629.322265625,3783.712890625,3826.2890625,4065.9775390625,4262.57421875,4305.1494140625,4473.9755859375,4393.548828125,4505.421875,4771.41015625,4770.7119140625,4677.0537109375,4919.0419921875,4821.396484375,5028.0009765625,4878.8740234375,4985.9287109375,5124.66015625,4997.1005859375,5313.224609375,5073.57421875,5140.70703125,5259.5361328125,5376.5927734375,5364.2861328125,5539.8134765625,5359.8408203125,5336.4658203125,5431.8837890625,5280.86328125,5486.505859375,5516.400390625,5362.19140625,5622.3916015625,5611.7060546875,5526.4033203125,5602.5,5617.4892578125,5495.126953125,5587.6923828125,5850.99609375,5672.0341796875,5756.125,5923.0732421875,5667.328125,5722.7890625,5932.134765625,6182.8349609375,6223.869140625,6122.61328125,6189.080078125,6096.736328125,6184.748046875,6085.640625,6419.80859375,6482.5380859375,6417.828125,6464.5810546875,6297.4453125,6344.349609375,6403.625,6619.8984375,6696.0380859375,6556.74609375,6940.3046875,7098.11328125,6908.62109375,7176.9453125,7017.7314453125,7096.306640625,7528.873046875,7371.759765625,7223.5810546875,7479.3349609375,7611.794921875,7461.81640625,7860.14453125,8067.2490234375,8279.951171875,7866.1884765625
150,2002.9560546875,2189.7333984375,2105.1025390625,2143.701171875,2001.1943359375,2126.3857421875,2291.6416015625,2161.240234375,2379.490234375,2366.470703125,2592.57421875,2857.990234375,2635.021484375,2792.9560546875,3146.943359375,3082.6240234375,3107.5703125,3561.3740234375,3603.6435546875,3548.9052734375,4005.6318359375,4092.859375,4271.2236328125,4267.8916015625,4869.72265625,4496.271484375,4898.384765625,5101.0732421875,4793.94140625,5325.1513671875,5369.6259765625,5087.9833984375,5488.3837890625,5284.966796875,5381.7802734375,5651.5517578125,5839.681640625,5709.90234375,5931.3994140625,5748.1318359375,5918.373046875,5887.4267578125,5925.615234375,6167.158203125,5894.4130859375,5925.177734375,5969.3115234375,5892.75390625,6074.3720703125,5816.1083984375,5916.9521484375,6218.9072265625,6090.18359375,6285.29296875,6080.357421875,5973.884765625,6267.1337890625,6095.6904296875,6024.224609375,6546.37109375,6237.54296875,6506.12109375,6285.5263671875,6195.673828125,6280.4638671875,6419.765625,6346.21484375,6393.173828125,6675.2041015625,6868.0625,6593.4990234375,6561.6748046875,6886.154296875,7015.560546875,6956.9208984375,6775.1943359375,6897.001953125,6868.21484375,6939.7021484375,7114.9609375,7182.1142578125,7236.5478515625,7167.451171875,7311.052734375,7471.36328125,7461.4736328125,7489.142578125,7765.5341796875,7596.2177734375,7804.654296875,7994.7490234375,7913.244140625,7909.4248046875,8202.142578125,8337.572265625,8394.453125,8396.5517578125,8570.8388671875,8464.9775390625,8699.0283203125
160,2247.3818359375,2075.2978515625,2213.1796875,2202.9150390625,2322.3984375,2485.5224609375,2561.2783203125,2590.2197265625,2508.380859375,2526.216796875,2639.0234375,2882.5185546875,2960.47265625,3180.4208984375,3124.134765625,3311.169921875,3676.0634765625,3601.84375,3803.8642578125,4058.845703125,4319.1943359375,4630.9091796875,4752.8291015625,4657.56640625,4798.7509765625,5238.83203125,5160.0859375,5616.697265625,5452.7900390625,5408.6572265625,5810.19921875,5781.9267578125,6005.7607421875,5803.673828125,6226.255859375,6412.2080078125,6343.12109375,6543.421875,6510.8798828125,6699.4453125,6572.294921875,6150.6875,6447.310546875,6787.3994140625,6932.4169921875,6504.3759765625,6283.53125,6877.015625,6716.5087890625,6726.7509765625,7034.1572265625,6971.666015625,6673.1640625,7143.890625,7016.869140625,6645.2265625,7012.9296875,6800.6142578125,7290.2734375,7267.0576171875,6817.9443359375,7110.193359375,6752.5546875,7409.6591796875,7369.0029296875,6927.0205078125,6991.3359375,7321.0419921875,7009.4794921875,7104.7255859375,7639.7353515625,7277.18359375,7219.4140625,7376.0478515625,7669.2060546875,7738.0703125,7414.9111328125,7972.4189453125,7517.2509765625,7779.2861328125,8128.8818359375,8055.62109375,7671.123046875,8224.27734375,7837.68359375,7912.1884765625,8099.0390625,8641.01953125,8277.50390625,8714.314453125,8297.0888671875,8807.2373046875,8675.001953125,9122.5517578125,8573.82421875,8896.1669921875,9315.6279296875,8969.61328125,9020.720703125,9303.7509765625
170,2401.544921875,2256.728515625,2349.603515625,2345.35546875,2350.4716796875,2508.791015625,2453.421875,2728.384765625,2818.2392578125,2834.4609375,2900.09375,2982.5830078125,3254.7783203125,3295.6181640625,3535.3076171875,3579.79296875,3766.5771484375,4080.4462890625,4134.681640625,4393.26171875,4620.63671875,4925.4599609375,5158.330078125,5184.69140625,5333.0673828125,5702.76953125,5955.921875,5871.8251953125,6157.8916015625,6135.302734375,6264.958984375,6556.904296875,6650.0126953125,6588.1513671875,6909.8984375,6706.60546875,6957.0537109375,7114.958984375,6863.6533203125,7465.4501953125,7312.3720703125,7084.2119140625,7518.8935546875,7360.63671875,7584.96875,7424.34375,7515.6904296875,7665.2275390625,7478.6220703125,7776.3203125,7476.841796875,7287.037109375,7566.75390625,7381.8857421875,7483.4013671875,7959.7939453125,7788.12890625,7782.24609375,8016.228515625,7567.3994140625,7432.4912109375,7586.185546875,7756.041015625,7856.1025390625,8224.810546875,7993.4462890625,8177.4140625,8219.224609375,7741.9521484375,7962.4921875,7900.5908203125,7916.1259765625,8388.3642578125,8356.6240234375,8612.1162109375,8639.2744140625,8651.2490234375,8695.4619140625,8644.724609375,8275.533203125,8368.279296875,9000.4140625,8742.7431640625,8655.5859375,9035.7841796875,9211.8388671875,9352.306640625,9372.28125,9077.2890625,9443.1083984375,9549.1484375,9410.98046875,9126.59765625,9924.5830078125,9594.5185546875,10251.77734375,9598.5166015625,10178.0302734375,10474.705078125,10304.2783203125
180,2697.642578125,2448.693359375,2757.068359375,2484.634765625,2495.701171875,2888.7880859375,2703.9267578125,3081.3486328125,3075.9453125,3114.6708984375,3042.87109375,3126.7099609375,3520.18359375,3502.60546875,3589.0556640625,3901.232421875,3951.2587890625,4484.947265625,4832.287109375,4625.0810546875,4732.1787109375,5389.2265625,5298.296875,5554.625,5986.2294921875,5861.5634765625,6095.083984375,6690.302734375,7051.326171875,6718.939453125,6695.7509765625,7113.5380859375,6918.5673828125,7359.38671875,7866.9521484375,7222.62890625,7299.6884765625,8125.201171875,7963.9169921875,7958.3916015625,7630.06640625,7873.7724609375,7742.8271484375,7788.796875,7881.60546875,7921.740234375,7962.9013671875,8704.0927734375,8748.818359375,8163.4287109375,8389.798828125,8095.7529296875,8552.912109375,8642.9599609375,8650.8369140625,8177.1591796875,8404.66796875,9027.7490234375,8286.6513671875,9016.7353515625,8770.8212890625,8473.228515625,8664.744140625,8858.0009765625,9131.9111328125,9074.4111328125,8479.2734375,8872.6591796875,9318.419921875,8653.55859375,8797.09375,9298.83203125,8776.712890625,9535.7802734375,9444.3662109375,8858.17578125,9219.318359375,9075.4609375,9691.134765625,9090.5498046875,9230.6552734375,9319.71484375,9916.65234375,9869.8427734375,10135.021484375,9555.11328125,10280.646484375,9813.87890625,9776.8603515625,10006.4306640625,10516.076171875,10242.80078125,10430.5830078125,10675.1201171875,10310.0869140625,11037.0048828125,11049.814453125,11043.1484375,10898.7294921875,11283.939453125
190,3056.486328125,2798.0966796875,3117.078125,2915.560546875,3170.3994140625,3548.0908203125,3216.591796875,3352.642578125,3255.6328125,3708.4677734375,3642.322265625,3647.279296875,3828.7880859375,4354.6474609375,4161.439453125,4505.2763671875,4894.7109375,5284.9072265625,4989.6708984375,5499.515625,5629.677734375,6136.2822265625,6083.837890625,6604.103515625,6316.6865234375,6678.005859375,6909.0517578125,7005.94921875,7451.87109375,7654.1884765625,7578.8779296875,7934.7373046875,7923.9296875,8587.6396484375,8327.8125,8327.1728515625,8492.833984375,8753.69140625,9177.8583984375,8729.0615234375,9397.880859375,9143.5302734375,9141.8642578125,9536.5947265625,10032.9150390625,9246.9951171875,9903.4423828125,9831.919921875,9402.740234375,9710.3525390625,9404.955078125,9657.1708984375,10353.486328125,9634.8056640625,9623.7060546875,9801.359375,10336.2724609375,10211.560546875,9766.845703125,10348.2822265625,10484.1474609375,10388.556640625,9935.326171875,9855.9365234375,9907.5283203125,10015.1083984375,9964.1279296875,10083.73046875,10312.9208984375,10022.0068359375,10405.8291015625,10751.5986328125,10215.3125,10269.599609375,10603.5458984375,10300.0029296875,10328.8935546875,10723.09765625,10408.9248046875,10446.796875,11067.0712890625,10465.2646484375,10562.0146484375,10937.3681640625,11248.31640625,10920.818359375,11034.2451171875,11065.5712890625,11087.4033203125,11312.1533203125,11420.21875,11482.09765625,11601.1376953125,11928.7119140625,11880.50390625,11606.333984375,12133.48828125,12140.4111328125,11925.42578125,12330.5029296875
200,3364.3505859375,3349.34375,3554.88671875,3643.5810546875,3518.96875,3723.2431640625,3609.2490234375,3960.2861328125,3742.02734375,4038.0546875,4176.150390625,4089.8173828125,4557.65625,4470.5751953125,5016.66796875,5219.556640625,5231.3505859375,5318.3681640625,5765.1162109375,5876.8232421875,6092.9306640625,6555.724609375,6648.236328125,6866.9501953125,6988.072265625,7619.6396484375,7631.337890625,8131.3369140625,8250.41796875,8181.693359375,9022.8955078125,8581.6396484375,8740.275390625,9398.6640625,9455.0048828125,9145.7353515625,9462.9609375,10124.3203125,9624.583984375,9644.9677734375,10228.5537109375,9860.7734375,10762.2998046875,10342.6884765625,10393.0849609375,10906.771484375,10980.0107421875,10521.607421875,10460.748046875,11104.37890625,11150.5888671875,11311.26171875,11253.3115234375,11354.2626953125,10763.55859375,10698.3408203125,10793.1328125,11171.6064453125,10802.39453125,10727.701171875,10836.708984375,11677.099609375,11150.6298828125,11567.341796875,11801.125,11053.6552734375,11543.7568359375,11439.96875,11232.08203125,11843.615234375,11526.0498046875,11194.0224609375,11168.818359375,11441.1611328125,12061.275390625,11859.4970703125,11291.2529296875,11409.640625,12077.8359375,12258.71875,12242.025390625,11642.7666015625,12508.8974609375,12304.6962890625,11892.376953125,11900.6435546875,12512.646484375,11995.0478515625,12492.8876953125,12120.560546875,12670.029296875,12132.2880859375,12580.537109375,12345.44140625,13029.638671875,12648.7783203125,12515.2158203125,13178.107421875,12721.6708984375,13523.0224609375
210,3958.625,3923.19921875,3982.20703125,4121.3095703125,4254.498046875,4176.498046875,4295.2666015625,4471.251953125,4585.7021484375,4679.986328125,4898.7138671875,4948.0390625,5025.6708984375,5405.091796875,5515.8427734375,5592.3994140625,5867.4365234375,6097.373046875,6363.5703125,6453.1357421875,6862.4970703125,7217.984375,7662.6181640625,7817.4453125,7960.3935546875,8374.7041015625,8373.5048828125,8774.33984375,9186.8037109375,9312.5546875,9261.259765625,9690.98046875,9687.7294921875,9949.8720703125,10476.03515625,10303.25390625,10563.134765625,11019.75390625,11023.791015625,11276.0751953125,11499.55078125,11299.6162109375,11704.2646484375,11849.3828125,11699.2158203125,11848.6171875,12122.640625,11830.08984375,11770.7353515625,12333.46875,12214.0009765625,12540.796875,12285.810546875,12700.30078125,12098.4501953125,12504.1328125,12745.806640625,12257.2236328125,12143.333984375,12237.625,12949.830078125,12224.2763671875,12511.4833984375,13067.806640625,12316.2724609375,12816.529296875,13338.111328125,12564.3193359375,13242.1953125,13230.845703125,13177.0947265625,13127.390625,13183.2900390625,12583.9072265625,13336.0478515625,13181.5400390625,12803.71484375,12885.7978515625,13490.1240234375,12936.96484375,12927.0,13541.4912109375,13412.2861328125,13655.3818359375,12964.86328125,13281.0576171875,13767.6787109375,13864.2880859375,13201.556640625,13898.4462890625,13301.056640625,13463.943359375,13344.595703125,13465.31640625,13692.541015625,14167.96484375,13880.552734375,14242.9736328125,14390.896484375,14089.3125
220,4119.6708984375,4224.6630859375,4305.6533203125,4263.09375,4435.3759765625,4563.7900390625,4721.154296875,4748.3955078125,4855.4287109375,5149.8388671875,4978.5439453125,5201.62890625,5501.1591796875,5654.0263671875,5691.841796875,6077.3994140625,6174.5537109375,6623.8046875,6858.966796875,6942.2431640625,7387.85546875,7586.7255859375,7898.814453125,8116.51171875,8427.75390625,8564.6806640625,8973.6171875,9306.65234375,9495.3232421875,9506.7138671875,9995.56640625,10326.2255859375,10356.06640625,10801.45703125,10924.908203125,11297.958984375,11437.900390625,11621.8681640625,11893.0244140625,12015.025390625,12224.8291015625,12320.2490234375,12426.7158203125,12623.0712890625,12869.583984375,12785.4404296875,12907.080078125,12869.1884765625,13240.474609375,13417.1708984375,13113.947265625,13513.6337890625,13696.125,13298.7431640625,13431.2470703125,13492.615234375,13894.337890625,13643.46484375,14148.732421875,13850.6064453125,13681.8193359375,13599.6826171875,13877.724609375,13728.275390625,14248.390625,14075.5732421875,14220.0673828125,14250.9462890625,14227.9091796875,14401.0849609375,14225.2099609375,13939.5107421875,14038.166015625,14024.3623046875,14450.4384765625,14421.33203125,14466.076171875,14690.4609375,14849.17578125,14399.3916015625,14140.400390625,14286.2802734375,14548.08203125,14508.517578125,14802.2236328125,14323.5478515625,14716.787109375,14702.4072265625,14417.669921875,14819.6572265625,14910.0048828125,14559.1064453125,15080.21875,15182.9345703125,15124.2197265625,14654.1669921875,15277.3701171875,15142.0986328125,15358.5859375,15504.7568359375
230,4523.2880859375,4298.5751953125,4567.23828125,4471.255859375,4476.4931640625,4645.8974609375,4848.787109375,4934.650390625,4947.9970703125,5309.9404296875,5287.6689453125,5343.2958984375,5589.955078125,5910.06640625,5986.3642578125,6439.095703125,6614.046875,6684.5498046875,6907.640625,7188.861328125,7693.3251953125,8145.189453125,8219.1953125,8545.962890625,8742.7119140625,8998.0341796875,9377.458984375,9886.0908203125,9744.3037109375,10211.6005859375,10627.638671875,10717.8671875,11105.7412109375,11393.61328125,11337.44921875,11785.8203125,11949.0849609375,12459.6533203125,12697.3857421875,12587.1796875,13120.837890625,13061.6357421875,13701.501953125,13437.9912109375,13959.4580078125,13728.57421875,14330.0556640625,14325.74609375,14065.2939453125,14456.330078125,14676.5888671875,14405.8359375,14491.173828125,15127.525390625,14804.681640625,15229.3505859375,15255.2724609375,15362.212890625,14878.2470703125,15223.5634765625,15399.306640625,15130.318359375,15536.296875,15644.1474609375,15710.099609375,15776.255859375,15885.0888671875,15893.310546875,15351.3798828125,15793.083984375,15650.36328125,15706.708984375,15800.9873046875,15520.6650390625,15770.189453125,15498.9111328125,15442.0439453125,15694.1337890625,15832.798828125,15761.9794921875,15678.708984375,16162.103515625,16282.740234375,15989.9755859375,15865.732421875,15954.703125,16429.525390625,16401.7607421875,16537.4658203125,16152.1728515625,16614.958984375,16343.994140625,16333.0302734375,16253.31640625,16376.3974609375,16266.4013671875,17024.88671875,16803.2216796875,16510.28515625,16790.00390625
240,4657.5556640625,4570.1591796875,4551.8046875,4614.646484375,4596.591796875,4930.7421875,4847.912109375,4971.4921875,5095.91796875,5532.076171875,5642.1220703125,5649.0634765625,6013.337890625,6372.8701171875,6395.89453125,6792.294921875,6968.0771484375,7287.765625,7471.169921875,7879.2939453125,7935.6484375,8417.9189453125,8611.857421875,9218.3974609375,9505.51171875,9530.3671875,9825.6376953125,10293.958984375,10509.6533203125,10965.7158203125,11076.189453125,11270.6279296875,11709.6376953125,12177.875,12366.9716796875,12391.2451171875,12855.4580078125,12880.8193359375,13198.1162109375,13668.3388671875,14028.9658203125,14286.578125,14524.62109375,14814.2216796875,14727.8701171875,14848.9150390625,15020.90234375,15207.328125,15501.3759765625,15968.681640625,15580.9951171875,15844.2021484375,16028.07421875,16257.427734375,16699.84765625,16811.6982421875,16418.298828125,16951.3310546875,16906.2607421875,17121.796875,16889.6923828125,17161.208984375,17292.0576171875,17419.9892578125,17186.9833984375,17086.1142578125,17254.0869140625,17450.224609375,17205.15234375,17234.98828125,17299.21484375,17697.306640625,17322.1162109375,17852.8720703125,17439.3359375,17305.423828125,17892.9306640625,17956.5478515625,17337.5107421875,17434.552734375,17505.2294921875,17813.9169921875,18038.9560546875,18114.8564453125,17636.8837890625,17995.54296875,18156.4208984375,17920.958984375,17690.814453125,18301.2880859375,17839.3466796875,18080.9658203125,17858.419921875,17925.7197265625,18288.517578125,18397.9013671875,18020.802734375,18009.6650390625,18492.3916015625,18579.646484375
250,4920.8935546875,4698.17578125,4689.3974609375,4734.7705078125,4905.5078125,5094.4921875,5091.8212890625,5238.15625,5556.3369140625,5502.6484375,5952.1884765625,6194.7236328125,6271.869140625,6609.40234375,6806.8447265625,7193.3896484375,7221.125,7540.4091796875,8031.181640625,7997.9677734375,8645.314453125,8965.828125,9420.0791015625,9440.4580078125,9986.8134765625,9985.818359375,10192.3896484375,2157.392578125,1980.822265625,2085.2333984375,2048.9482421875,2060.34375,2340.41015625,2294.2548828125,12663.06640625,13033.873046875,13132.783203125,13627.7353515625,14044.529296875,14349.4931640625,14598.935546875,14807.9326171875,15338.2138671875,15286.4580078125,15747.5595703125,15922.2314453125,16234.177734375,16492.927734375,16663.0673828125,17028.6865234375,17119.0146484375,17264.4013671875,17230.3251953125,17451.326171875,17538.0498046875,17931.7109375,17743.0458984375,18210.6572265625,18031.8857421875,18210.0224609375,18256.884765625,18253.728515625,18292.4619140625,18959.9013671875,18914.6484375,18724.015625,18894.2236328125,18992.7587890625,18920.37890625,18791.98046875,19174.4013671875,18859.828125,18843.4921875,19316.16796875,19197.26171875,18951.5205078125,19411.1875,19168.189453125,19536.4228515625,19739.427734375,19165.10546875,19480.203125,19775.9560546875,19563.1552734375,19548.3134765625,19277.7001953125,19404.6103515625,19670.5234375,19346.6298828125,19982.939453125,19610.2490234375,19572.4892578125,19759.072265625,19896.4208984375,19538.685546875,19984.7412109375,20125.998046875,19801.3037109375,19596.6552734375,19947.697265625
