intensity,0.00V,0.01V,0.02V,0.03V,0.04V,0.05V,0.06V,0.07V,0.08V,0.09V,0.10V,0.11V,0.12V,0.13V,0.14V,0.15V,0.16V,0.17V,0.18V,0.19V,0.20V,0.21V,0.22V,0.23V,0.24V,0.25V,0.26V,0.27V,0.28V,0.29V,0.30V,0.31V,0.32V,0.33V,0.34V,0.35V,0.36V,0.37V,0.38V,0.39V,0.40V,0.41V,0.42V,0.43V,0.44V,0.45V,0.46V,0.47V,0.48V,0.49V,0.50V,0.51V,0.52V,0.53V,0.54V,0.55V,0.56V,0.57V,0.58V,0.59V,0.60V,0.61V,0.62V,0.63V,0.64V,0.65V,0.66V,0.67V,0.68V,0.69V,0.70V,0.71V,0.72V,0.73V,0.74V,0.75V,0.76V,0.77V,0.78V,0.79V,0.80V,0.81V,0.82V,0.83V,0.84V,0.85V,0.86V,0.87V,0.88V,0.89V,0.90V,0.91V,0.92V,0.93V,0.94V,0.95V,0.96V,0.97V,0.98V,0.99V
100,2957.2998046875,2717.166015625,2781.3349609375,2956.7451171875,3271.7919921875,3280.72265625,3004.341796875,3453.560546875,3280.771484375,3298.7216796875,3444.8134765625,3899.3203125,3882.505859375,3947.6787109375,4444.4052734375,4491.271484375,4370.505859375,4841.6796875,4827.35546875,5170.3681640625,5460.5849609375,6031.8876953125,5862.994140625,6295.1728515625,6244.6572265625,6799.1259765625,7092.2099609375,7153.080078125,7475.1328125,7448.1318359375,7352.2236328125,7972.556640625,8197.0068359375,7989.6376953125,8419.9443359375,8501.6630859375,8252.0556640625,8852.5732421875,8891.5263671875,8708.984375,8726.6318359375,9227.4072265625,9401.984375,9170.5234375,9455.470703125,9588.041015625,9030.400390625,9126.0078125,9046.4599609375,9320.2265625,9741.244140625,9285.7275390625,9240.2138671875,9276.1787109375,9405.37890625,9354.248046875,9359.8134765625,10014.82421875,9658.3310546875,9487.794921875,9987.5224609375,9510.70703125,10170.3876953125,9839.3134765625,9529.6279296875,10180.8779296875,9888.20703125,9642.1171875,10077.9658203125,10225.158203125,10100.880859375,9894.2802734375,10103.2529296875,10510.9560546875,10014.396484375,10551.6044921875,10134.201171875,10375.0302734375,10144.322265625,10658.79296875,10645.37109375,10477.3681640625,11048.4091796875,10391.98046875,10651.408203125,11086.296875,10730.025390625,10838.6787109375,11292.21484375,10898.5517578125,11310.041015625,11626.5625,11583.2021484375,11618.2724609375,11341.669921875,11472.556640625,11878.6728515625,11473.7763671875,12005.4462890625,11726.990234375
110,3611.521484375,3589.787109375,3546.0087890625,3629.3818359375,3756.556640625,3571.109375,3520.5146484375,3742.79296875,4037.6025390625,4143.2880859375,3946.8564453125,4237.00390625,4381.34765625,4438.984375,4749.84765625,5164.6220703125,5350.744140625,5702.482421875,5764.140625,6098.1572265625,6070.4921875,6739.7783203125,6429.9638671875,7149.75,6868.7099609375,7081.0517578125,7885.6337890625,8205.103515625,8195.1748046875,8329.6220703125,8823.794921875,8561.5517578125,9221.646484375,9487.291015625,9156.5654296875,9160.5810546875,9243.623046875,9880.091796875,9623.404296875,10305.580078125,10004.931640625,9978.2626953125,10760.3271484375,10313.599609375,10070.90625,11049.837890625,10376.5615234375,10615.5166015625,10222.6181640625,10531.5009765625,10478.328125,10857.2060546875,11317.64453125,10469.099609375,11022.3759765625,11441.5390625,10854.3408203125,10745.7734375,10610.484375,11411.486328125,11107.662109375,10726.9912109375,11585.5732421875,11497.9853515625,10854.1591796875,10907.7880859375,11696.5576171875,11335.2958984375,11475.5556640625,11858.509765625,11134.71875,11112.16796875,11803.94140625,11840.896484375,11667.3828125,11948.55859375,11675.7021484375,11205.71484375,11989.927734375,11651.642578125,11456.3603515625,11768.65234375,11485.375,11900.0068359375,12109.595703125,11756.2587890625,12001.189453125,11938.353515625,11786.6796875,12278.923828125,12405.935546875,12533.6025390625,12513.1591796875,12790.7685546875,12572.2734375,12727.013671875,12973.9111328125,13047.4140625,12765.626953125,13252.2490234375
120,3857.48046875,4003.828125,4002.7626953125,3906.140625,4146.591796875,4048.2646484375,4084.7734375,4366.705078125,4426.48046875,4466.3330078125,4737.921875,4904.681640625,4923.8486328125,4977.44140625,5244.51171875,5613.5791015625,5660.525390625,6127.1943359375,6303.9404296875,6598.4287109375,6695.1806640625,7248.8447265625,7274.3369140625,7534.517578125,7699.5244140625,8262.0380859375,8468.5908203125,8641.5400390625,8863.4208984375,8898.8486328125,9290.87890625,9581.7099609375,9612.869140625,10076.705078125,9924.8486328125,10051.3408203125,10370.9228515625,10818.412109375,10493.4365234375,10900.6064453125,11304.3388671875,11261.439453125,11577.3544921875,11665.8193359375,11751.0537109375,11587.5048828125,12079.50390625,11564.9775390625,12189.0615234375,11730.515625,11592.8525390625,11616.1884765625,11976.21875,11759.2998046875,12444.4677734375,12175.3447265625,12410.6142578125,12606.4931640625,12582.3701171875,12547.759765625,12699.0458984375,12480.90234375,12060.8134765625,12907.87109375,12658.9423828125,12382.1416015625,12236.9921875,12150.21484375,12768.48046875,12151.2431640625,12522.203125,13123.90234375,12810.0732421875,12967.2216796875,12230.8828125,13348.05078125,13228.8671875,12613.568359375,12605.515625,12843.6884765625,13181.9365234375,12696.9130859375,13007.70703125,13403.71875,13132.869140625,12848.5771484375,13361.248046875,13162.818359375,13065.30859375,13881.9130859375,13621.22265625,13691.5859375,13314.3515625,13220.2021484375,13292.958984375,13969.576171875,13827.27734375,13440.2880859375,13945.3642578125,13772.4599609375
130,4259.21875,4244.7373046875,4293.48828125,4386.5849609375,4478.490234375,4475.8427734375,4517.5625,4680.044921875,4746.5654296875,4965.689453125,5082.09375,5287.3251953125,5454.080078125,5526.3994140625,5787.3671875,5962.4658203125,6334.6884765625,6583.513671875,6666.6787109375,7048.296875,7146.130859375,7728.021484375,7831.498046875,7906.876953125,8391.71875,8409.3203125,8936.5537109375,9217.6064453125,9256.52734375,9630.474609375,10034.40625,10016.8701171875,10485.2373046875,10693.974609375,10853.216796875,10797.98828125,11214.029296875,11229.373046875,11394.6708984375,11572.0302734375,11937.3232421875,12334.162109375,12498.876953125,12139.2451171875,12313.8623046875,12921.0322265625,12887.93359375,12622.25390625,13280.7666015625,13233.8173828125,13080.244140625,13551.7119140625,13459.5380859375,13530.287109375,13211.2021484375,13780.880859375,13664.986328125,13536.369140625,14153.2060546875,13232.0087890625,14235.5751953125,13366.9970703125,14182.8974609375,14159.86328125,14030.69140625,14123.708984375,13396.4580078125,13584.982421875,14123.5751953125,13598.775390625,14104.1845703125,13817.9208984375,14075.216796875,14094.408203125,14228.5126953125,13802.734375,14123.7763671875,14392.775390625,13846.470703125,13721.318359375,14054.2919921875,13815.2822265625,14454.59765625,14143.419921875,14759.4482421875,14401.24609375,14723.853515625,14386.609375,14436.2421875,14884.791015625,14906.908203125,14396.1533203125,15039.9365234375,14680.3486328125,14887.3798828125,15187.1982421875,15299.314453125,14654.6728515625,14877.439453125,15240.572265625
140,4334.943359375,4474.3037109375,4414.046875,4428.3095703125,4576.4765625,4642.1484375,4693.2294921875,4855.955078125,4953.0185546875,5080.5791015625,5320.7431640625,5335.26171875,5710.197265625,5882.732421875,6044.359375,6254.57421875,6525.443359375,6848.7421875,6966.787109375,7349.404296875,7462.595703125,7905.103515625,8404.03125,8445.3505859375,8658.4970703125,9183.8623046875,9222.13671875,9568.3818359375,10035.5947265625,10287.5703125,10438.29296875,10757.6181640625,10734.7294921875,11123.5830078125,11463.37109375,11801.2919921875,11714.7705078125,12195.974609375,12180.53125,12531.982421875,12849.58203125,12777.642578125,13344.4189453125,13176.8603515625,13359.6953125,13943.40234375,13472.5576171875,13610.087890625,13743.759765625,14263.01171875,14578.5888671875,14739.3212890625,14363.4169921875,14308.916015625,14309.8779296875,15011.7373046875,14834.3212890625,15257.5107421875,15247.056640625,14977.923828125,15360.7548828125,14631.42578125,14655.1865234375,15320.35546875,15572.9677734375,14898.232421875,14708.1015625,15352.96484375,15646.71875,15278.9853515625,15723.7890625,15001.779296875,15791.6162109375,15739.7314453125,15356.0224609375,14988.9111328125,15852.5478515625,15440.1982421875,15933.017578125,15310.705078125,15578.150390625,15530.6767578125,15918.7119140625,15175.5703125,15540.0302734375,15679.0751953125,15507.4716796875,15887.013671875,15465.9013671875,16248.4072265625,15943.1787109375,15433.3720703125,16144.95703125,16298.1005859375,16616.724609375,15995.6044921875,16627.591796875,16019.91015625,16015.2763671875,15847.91796875
150,4635.0283203125,4619.6953125,4592.6298828125,4584.26953125,4604.3359375,4824.4140625,4952.384765625,5008.8447265625,5197.044921875,5262.4580078125,5676.3642578125,5858.509765625,6016.25,5960.818359375,6565.8779296875,6683.876953125,7128.22265625,6943.609375,7730.0048828125,7955.1328125,7974.1865234375,8564.6513671875,8684.1328125,8841.1572265625,9354.6689453125,9515.2607421875,9703.92578125,10179.6279296875,10385.314453125,10507.857421875,10794.294921875,10860.1865234375,11500.4423828125,11765.4697265625,11890.04296875,12164.3330078125,12729.7353515625,12739.177734375,12793.65234375,13742.7724609375,13577.39453125,14058.2587890625,14389.0517578125,14656.7685546875,14645.90625,14430.3623046875,14796.1513671875,14845.642578125,15338.5947265625,14984.041015625,16010.1181640625,15482.9404296875,15518.2978515625,16139.6923828125,15611.8720703125,16410.78515625,16169.5087890625,16206.4345703125,15998.9912109375,16712.3671875,16185.8544921875,16548.4609375,16997.205078125,16995.947265625,16824.1943359375,16285.7080078125,17350.080078125,17079.650390625,17151.6962890625,17380.509765625,16587.162109375,17442.3583984375,17306.4638671875,16684.537109375,17083.1787109375,17591.55859375,16656.8935546875,16671.13671875,17733.0068359375,16828.69140625,16928.7392578125,16961.9873046875,17430.40234375,18036.001953125,16969.736328125,17140.748046875,17716.70703125,17702.6572265625,17847.501953125,17075.888671875,17849.0888671875,17343.712890625,18149.5517578125,17425.3359375,17187.001953125,17436.8447265625,17998.58203125,17523.9443359375,17778.025390625,18461.8369140625
160,4826.5146484375,4692.30078125,4800.724609375,4810.8671875,4933.4033203125,5115.1142578125,5244.169921875,5426.7255859375,5448.9560546875,5587.2060546875,5751.1162109375,5898.603515625,6378.0283203125,6429.3642578125,6940.271484375,7118.6474609375,7140.0263671875,7593.9453125,7676.6640625,8115.2412109375,8389.439453125,8685.8681640625,9154.017578125,9275.408203125,9846.640625,10060.4345703125,10161.55078125,10786.02734375,11082.26953125,11458.37890625,11550.0302734375,11934.283203125,11835.4013671875,12290.4365234375,12578.1083984375,13138.7900390625,13459.0751953125,13532.4091796875,13689.134765625,14359.0009765625,14305.498046875,14479.265625,14853.02734375,15397.4384765625,15287.4453125,15779.7509765625,15776.630859375,16110.0556640625,16357.2412109375,16897.64453125,17094.70703125,17243.3125,17382.4150390625,16991.8369140625,17078.109375,17244.97265625,17268.28125,17978.248046875,18315.8369140625,17950.7978515625,17850.7666015625,18513.619140625,17808.966796875,18240.8759765625,18798.3212890625,18223.357421875,18849.7880859375,18013.439453125,18607.978515625,19073.34765625,18426.423828125,18241.177734375,19156.80078125,19099.3349609375,18361.310546875,18723.90625,18831.533203125,18414.017578125,18980.0908203125,19344.7763671875,19254.70703125,18663.2666015625,19547.6591796875,18772.6220703125,19019.07421875,19300.1474609375,19402.2958984375,19849.4892578125,19607.5087890625,19086.2666015625,18788.8798828125,18873.9716796875,19798.7177734375,18950.7783203125,19011.75,18983.4443359375,19723.4130859375,18881.66796875,19604.025390625,19866.609375
170,4852.6533203125,4999.7529296875,5282.3623046875,5215.025390625,5108.1025390625,5269.1005859375,5537.0712890625,5447.1376953125,5561.26953125,6017.4228515625,6113.5869140625,6178.8515625,6762.6728515625,6924.65625,7006.26171875,7243.072265625,7705.1875,7866.19921875,8430.724609375,8605.25390625,8795.2939453125,9294.9248046875,9696.5546875,9958.9580078125,10306.5361328125,10505.8681640625,10554.0,11153.74609375,11577.4775390625,11990.16015625,12001.2421875,12278.796875,12592.0107421875,12809.666015625,13130.5263671875,13685.6806640625,13999.814453125,14427.6015625,14533.357421875,14794.3857421875,15515.7412109375,15278.3857421875,15761.2919921875,16195.7060546875,16336.4140625,16537.69921875,17121.1220703125,17114.353515625,17558.1162109375,17577.6357421875,17551.6591796875,18370.70703125,18254.7568359375,18201.5517578125,18393.9287109375,18807.0771484375,19284.3935546875,18880.658203125,19387.90625,19457.6015625,19504.986328125,19417.931640625,19299.658203125,19952.1474609375,20239.796875,19697.03515625,19641.9755859375,20060.2568359375,20278.9443359375,19928.375,20660.4345703125,20247.1455078125,20097.294921875,20416.220703125,20066.6865234375,20027.58203125,20077.7236328125,20372.158203125,20012.49609375,21118.3720703125,20339.0068359375,20496.236328125,20389.365234375,20813.5224609375,20566.34375,20797.84765625,21255.0087890625,20593.130859375,20770.1865234375,21251.1640625,21209.27734375,20806.640625,21336.31640625,21340.3515625,20851.1474609375,20583.380859375,20600.681640625,21203.109375,21121.4384765625,21526.875
180,5334.7529296875,5326.68359375,5228.3681640625,5554.75,5666.32421875,5742.947265625,5565.587890625,5839.076171875,6203.7060546875,6129.029296875,6333.330078125,6653.4560546875,7031.41015625,7070.671875,7567.5263671875,7734.15625,8123.54296875,8267.541015625,8780.3876953125,8792.30859375,9482.525390625,9829.30859375,10185.4833984375,10410.755859375,10582.470703125,10853.1865234375,11239.16796875,11699.7666015625,11916.1298828125,12152.16015625,12616.5576171875,12891.9130859375,13190.1572265625,13508.15625,13772.951171875,14096.6025390625,14527.798828125,14771.1162109375,15085.9658203125,15532.408203125,15887.236328125,16219.78125,16451.0263671875,16962.9267578125,17128.19140625,17326.5966796875,17679.0107421875,18026.49609375,18303.3544921875,18654.7294921875,19079.94140625,19111.7919921875,19258.3515625,19342.4453125,19746.69140625,19917.296875,20286.279296875,20169.3017578125,20205.8623046875,20432.5068359375,20926.232421875,20874.6337890625,21107.2177734375,21208.083984375,21067.099609375,21183.783203125,21352.455078125,21557.9794921875,22065.7822265625,21736.947265625,21728.203125,22026.197265625,21524.626953125,22057.2099609375,22376.7646484375,22225.3759765625,22310.5751953125,22053.7265625,22478.8994140625,22512.2998046875,22284.8759765625,22560.66015625,22580.4208984375,22354.8759765625,22916.9267578125,22686.919921875,22486.625,22224.97265625,22716.6396484375,22404.4873046875,22529.72265625,22607.0947265625,22857.607421875,22552.8291015625,22935.4619140625,22498.1103515625,22546.984375,22526.6494140625,22463.0849609375,22497.3115234375
190,5441.3115234375,5561.3779296875,5651.453125,5768.90234375,5800.8701171875,5903.986328125,6080.208984375,6343.2890625,6540.9921875,6746.2109375,6911.365234375,7282.2705078125,7408.1513671875,7966.4619140625,8061.005859375,8386.283203125,8626.970703125,8971.697265625,9336.7177734375,9467.1328125,9861.802734375,10341.6982421875,10486.005859375,11069.62109375,11086.71484375,11561.6728515625,11811.8544921875,12197.744140625,12486.361328125,12835.095703125,12971.390625,13165.9248046875,13715.451171875,13966.953125,14381.73046875,14743.4599609375,14926.7646484375,15215.4287109375,15727.6650390625,15916.1865234375,16210.4423828125,16769.57421875,17143.8857421875,17636.77734375,17913.08984375,18081.466796875,18544.8642578125,18834.2412109375,19104.1396484375,19270.1572265625,19578.8544921875,19894.26953125,20184.181640625,20580.0400390625,20756.2060546875,20858.7236328125,21078.791015625,21414.0205078125,21841.5361328125,22088.017578125,22153.916015625,22146.556640625,22521.8544921875,23119.7548828125,23173.123046875,22881.1376953125,22960.291015625,23314.8154296875,23393.53515625,23678.275390625,23435.759765625,23789.5625,23859.6083984375,23894.2568359375,23665.6376953125,23778.603515625,24042.7900390625,23929.265625,24018.7939453125,23998.7626953125,24078.58984375,24189.0078125,24417.5283203125,24125.5244140625,24339.3525390625,24333.66796875,24279.236328125,24262.87890625,24463.0576171875,24636.751953125,24434.5166015625,24738.0283203125,24903.8291015625,24274.4443359375,24717.4384765625,24500.0732421875,24614.3515625,25004.9306640625,24756.421875,24518.6337890625
200,5560.32421875,5703.359375,5840.9267578125,5650.4970703125,5781.6640625,6049.1435546875,6306.2763671875,6367.2900390625,6385.5859375,6720.8564453125,7022.2822265625,7143.90625,7552.28125,7786.4423828125,8126.8427734375,8216.220703125,8726.8623046875,8880.546875,9402.353515625,9692.837890625,9940.1669921875,10427.0859375,10610.265625,10985.1103515625,11225.7998046875,11430.787109375,11766.072265625,12442.654296875,12409.7265625,12908.404296875,13184.0810546875,13280.7470703125,13723.7158203125,14033.3447265625,14270.3583984375,14682.73828125,14956.5439453125,15198.2060546875,15811.630859375,15852.416015625,16414.916015625,16538.7607421875,17050.3173828125,17513.56640625,17716.2958984375,18173.61328125,18531.3466796875,18728.1142578125,19040.3115234375,19558.130859375,19588.3251953125,20067.2734375,20295.681640625,20668.953125,20844.5087890625,20858.5478515625,21074.1201171875,21528.6806640625,21633.701171875,21887.2392578125,22125.705078125,22140.6884765625,22551.73828125,22850.9521484375,22968.501953125,22774.2734375,23206.794921875,23122.7822265625,23448.6337890625,23575.1689453125,23337.0029296875,23789.4892578125,23878.6787109375,23798.61328125,23715.3046875,23534.2021484375,24321.763671875,24006.1533203125,24002.2373046875,23957.978515625,24114.927734375,24053.2705078125,24333.6787109375,24757.4755859375,24775.71484375,24322.6845703125,24400.94921875,24557.9033203125,24389.6416015625,24636.5361328125,24502.9384765625,24372.294921875,24621.0302734375,24451.333984375,24857.4375,24671.533203125,24761.404296875,24459.3984375,24728.7529296875,24531.6376953125
210,5628.9775390625,5636.3427734375,5602.072265625,5773.4609375,5856.9208984375,6096.138671875,6161.2529296875,6260.9453125,6520.16015625,6703.185546875,7052.27734375,7137.8798828125,7418.8056640625,7723.392578125,8027.4404296875,8417.744140625,8628.328125,8859.5390625,9174.1220703125,9444.6162109375,9789.8310546875,10364.8955078125,10629.890625,11035.34765625,11324.361328125,11612.859375,11838.4638671875,12106.880859375,12529.4208984375,12856.3955078125,13150.5126953125,13368.349609375,13740.6962890625,14037.1611328125,14475.91796875,14832.7177734375,14988.16015625,15331.1259765625,15697.9111328125,16097.0712890625,16666.71875,16703.8095703125,17265.9306640625,17698.7705078125,17900.056640625,18300.06640625,18476.916015625,18885.607421875,19149.1533203125,19486.4296875,19618.4150390625,19785.9697265625,20554.529296875,20656.138671875,20770.9404296875,20803.0244140625,21159.677734375,21559.75,21436.1669921875,21824.3388671875,21991.3564453125,22335.205078125,22545.11328125,22811.3212890625,23146.4033203125,23123.98046875,23250.046875,23329.25,23531.12890625,23402.1220703125,23479.8349609375,23751.4462890625,23961.521484375,23640.7138671875,23911.92578125,23834.1318359375,23837.66015625,23779.48828125,23910.3154296875,24013.5751953125,24480.61328125,24070.2080078125,24086.111328125,24462.5263671875,24703.1298828125,24674.947265625,24785.791015625,24632.1015625,24623.4619140625,25054.7451171875,24313.9619140625,24545.3203125,24349.7802734375,24396.7744140625,24378.78515625,24549.5185546875,24964.51953125,24499.03125,25013.3095703125,24676.0439453125
220,5603.830078125,5538.2841796875,5745.3994140625,5751.18359375,5961.4775390625,6079.2412109375,6150.298828125,6278.263671875,6536.9013671875,6668.9609375,6969.6357421875,7334.103515625,7543.3896484375,7710.2255859375,8045.1630859375,8414.7294921875,8578.720703125,8951.2451171875,9358.615234375,9489.287109375,9790.44140625,10266.9443359375,10698.4658203125,10819.9833984375,11322.87890625,11517.845703125,11957.265625,12097.0986328125,12503.169921875,12935.638671875,13146.4736328125,13473.6708984375,13632.1162109375,14153.2705078125,14484.919921875,14663.6328125,15116.9755859375,15424.6630859375,15788.515625,16314.083984375,16265.646484375,16881.779296875,17224.7548828125,17480.2861328125,17720.5966796875,18208.9384765625,18485.833984375,18781.3603515625,19141.2744140625,19481.421875,19701.181640625,20123.3896484375,20290.6005859375,20413.8427734375,20835.1689453125,21041.580078125,21165.0263671875,21512.8193359375,21760.4365234375,21879.8125,22052.57421875,22513.4990234375,22515.458984375,22816.6162109375,22844.2939453125,22992.6435546875,23126.9208984375,23145.55078125,23298.8388671875,23391.9365234375,23512.501953125,23930.41796875,23682.0595703125,23851.5791015625,23953.8017578125,23984.0830078125,24275.048828125,24066.3359375,24197.2880859375,24091.931640625,24379.6455078125,24248.80078125,24285.1357421875,24169.79296875,24285.61328125,24415.0302734375,24419.23828125,24400.0556640625,24523.2939453125,24783.2841796875,24769.7744140625,24719.90625,24643.4658203125,24429.8662109375,24741.9072265625,24714.201171875,24708.4580078125,24797.5224609375,24823.787109375,24553.232421875
230,5618.5576171875,5656.130859375,5822.142578125,5840.888671875,5849.5400390625,6012.36328125,6344.0673828125,6361.576171875,6514.5205078125,6684.9755859375,7049.1982421875,7240.6552734375,7526.5517578125,7723.3251953125,8022.091796875,8350.9873046875,8687.4287109375,8932.333984375,9236.3857421875,9524.15234375,9790.7080078125,10339.9228515625,10623.71875,10907.15625,11194.662109375,11471.1962890625,11961.8037109375,12134.0166015625,12413.4521484375,12805.0625,13099.9970703125,13435.4453125,13660.1591796875,14078.56640625,14442.4033203125,14735.3349609375,15111.302734375,15234.259765625,15779.552734375,16161.96875,16683.984375,16743.4033203125,17217.861328125,17511.171875,17924.048828125,18095.9853515625,18599.1025390625,18749.5,19154.7548828125,19385.591796875,19562.6787109375,19879.3193359375,20411.0498046875,20453.29296875,20849.826171875,20901.37890625,21353.91796875,21430.806640625,21766.884765625,21716.7421875,22106.357421875,22448.3076171875,22445.4873046875,22877.5439453125,22798.61328125,23222.025390625,23265.7666015625,23113.3720703125,23374.232421875,23338.5458984375,23519.9697265625,23889.6142578125,23852.7060546875,23993.478515625,23631.177734375,23871.0615234375,23880.79296875,24146.9814453125,24019.4599609375,24573.080078125,24732.9189453125,24257.3095703125,24525.2373046875,24066.6064453125,24072.62109375,24797.5625,24138.447265625,24248.9853515625,24522.626953125,24461.8203125,24955.673828125,24370.2177734375,24372.6220703125,24531.0400390625,24405.5869140625,24827.3623046875,24757.8564453125,24570.1171875,25085.4404296875,24530.16015625
240,5507.3154296875,5554.7197265625,5717.59765625,5880.74609375,6176.3515625,6015.2529296875,6323.35546875,6321.0126953125,6377.69140625,6755.8017578125,6974.080078125,7229.16015625,7624.3916015625,7893.333984375,8075.9912109375,8256.3662109375,8788.8310546875,8936.8125,9360.271484375,9472.861328125,9874.3515625,10303.7490234375,10549.224609375,11148.740234375,11128.6220703125,11506.5888671875,11853.0068359375,12154.8837890625,12339.7119140625,12919.4833984375,13205.54296875,13300.4853515625,13695.3623046875,14040.814453125,14333.6962890625,14797.9814453125,15096.8828125,15380.8046875,15855.2392578125,16072.73828125,16309.1826171875,16796.3701171875,17267.783203125,17544.55078125,17923.7412109375,18163.7470703125,18462.9482421875,18931.751953125,19063.6484375,19449.5283203125,19854.806640625,19954.9365234375,20268.224609375,20484.8828125,20864.833984375,20959.111328125,21334.5029296875,21472.7548828125,21693.6328125,21736.537109375,22066.78125,22279.8037109375,22539.015625,22707.8505859375,23049.5771484375,23004.8076171875,23337.376953125,23196.6767578125,23621.0810546875,23374.84765625,23453.1240234375,23742.9638671875,23790.412109375,23872.0986328125,24001.583984375,23862.857421875,24005.0615234375,24174.77734375,24207.6884765625,24305.6513671875,24035.8759765625,24239.16796875,24341.3984375,24759.28515625,24483.302734375,24560.8466796875,24531.537109375,24386.873046875,24422.4326171875,24670.009765625,24562.2568359375,24446.806640625,24726.94140625,24750.4482421875,24815.4931640625,24671.4677734375,24550.5859375,24601.5263671875,24826.251953125,24454.1279296875
250,5709.083984375,5782.927734375,5596.5537109375,5896.345703125,5929.85546875,6018.572265625,6126.7255859375,6384.56640625,6473.9775390625,6729.369140625,7060.046875,7358.1943359375,7701.23828125,8089.76171875,8194.279296875,8499.3994140625,8693.0302734375,8999.5771484375,9352.77734375,9520.052734375,9775.6875,10511.548828125,10546.619140625,11061.3583984375,11280.9921875,11482.5302734375,11947.271484375,12075.0107421875,12479.412109375,12651.5732421875,12868.4833984375,13510.6318359375,13703.3525390625,14087.16015625,14477.240234375,14543.912109375,15141.224609375,15534.2646484375,15737.9169921875,16130.9873046875,16602.341796875,16658.36328125,17308.4306640625,17459.8681640625,17939.640625,17971.490234375,18446.6591796875,18690.607421875,19372.9345703125,19554.826171875,19649.470703125,20038.87109375,20425.955078125,20595.4140625,20928.298828125,21176.2509765625,21082.5830078125,21554.693359375,21869.2568359375,21841.923828125,22241.2275390625,22263.6171875,22323.4013671875,22818.84375,23035.7822265625,23037.3271484375,23367.5693359375,23395.3232421875,23331.9599609375,23314.828125,23451.359375,23501.2900390625,23988.2646484375,24061.302734375,24093.3349609375,23731.7216796875,24054.845703125,23895.072265625,24010.1171875,24426.60546875,24312.98828125,24723.841796875,24870.5205078125,24338.5029296875,24094.5751953125,24563.9736328125,24644.701171875,24561.1982421875,24513.72265625,24692.1240234375,24369.494140625,24567.5234375,24408.740234375,24655.0302734375,24467.7353515625,24853.5087890625,24640.1806640625,24790.85546875,24653.07421875,24941.8203125
