intensity,0.00V,0.01V,0.02V,0.03V,0.04V,0.05V,0.06V,0.07V,0.08V,0.09V,0.10V,0.11V,0.12V,0.13V,0.14V,0.15V,0.16V,0.17V,0.18V,0.19V,0.20V,0.21V,0.22V,0.23V,0.24V,0.25V,0.26V,0.27V,0.28V,0.29V,0.30V,0.31V,0.32V,0.33V,0.34V,0.35V,0.36V,0.37V,0.38V,0.39V,0.40V,0.41V,0.42V,0.43V,0.44V,0.45V,0.46V,0.47V,0.48V,0.49V,0.50V,0.51V,0.52V,0.53V,0.54V,0.55V,0.56V,0.57V,0.58V,0.59V,0.60V,0.61V,0.62V,0.63V,0.64V,0.65V,0.66V,0.67V,0.68V,0.69V,0.70V,0.71V,0.72V,0.73V,0.74V,0.75V,0.76V,0.77V,0.78V,0.79V,0.80V,0.81V,0.82V,0.83V,0.84V,0.85V,0.86V,0.87V,0.88V,0.89V,0.90V,0.91V,0.92V,0.93V,0.94V,0.95V,0.96V,0.97V,0.98V,0.99V
100,1883.4892578125,1950.40625,2211.919921875,2279.7060546875,2030.052734375,2270.6962890625,2497.8896484375,2209.5107421875,2563.9443359375,2512.4501953125,2706.8583984375,2459.7529296875,2945.8232421875,2878.478515625,2955.47265625,3432.9111328125,3309.0556640625,3544.0,3857.92578125,3646.57421875,4075.1630859375,4447.01953125,4254.537109375,4399.1376953125,4824.5478515625,4615.08984375,4730.146484375,5194.2890625,5029.0791015625,5276.9326171875,5651.4677734375,5367.6357421875,5446.6484375,5379.474609375,5610.0615234375,5942.271484375,5871.216796875,6120.7431640625,6183.1494140625,5991.01171875,6019.328125,5812.73828125,6207.63671875,5851.03515625,6374.0390625,5959.703125,5969.36328125,6058.2451171875,6022.7998046875,6048.1416015625,6514.119140625,6450.58203125,6454.140625,6264.83203125,6592.947265625,6398.5712890625,6214.966796875,6542.400390625,6628.1328125,6351.6201171875,6790.5791015625,6745.0712890625,6506.3759765625,6791.7001953125,6864.423828125,6642.619140625,6890.6259765625,6916.7353515625,6685.5166015625,7006.064453125,7014.650390625,6922.857421875,6884.8583984375,7002.6669921875,6988.966796875,7070.7060546875,7135.4912109375,7247.1162109375,7263.3544921875,7307.7060546875,7331.265625,7408.9384765625,7385.6435546875,7499.3466796875,7795.4580078125,7614.560546875,7642.5048828125,7965.3896484375,7915.4658203125,8253.8046875,8093.1533203125,8164.2470703125,8308.931640625,8349.3505859375,8323.22265625,8568.2431640625,8873.7734375,8939.3203125,8840.7177734375,8843.4189453125
110,2161.2373046875,2260.05078125,2278.767578125,2155.7705078125,2182.3134765625,2519.150390625,2319.4111328125,2613.8271484375,2470.2734375,2835.3603515625,2716.1689453125,2976.6884765625,2956.1982421875,3288.615234375,3491.6240234375,3646.1728515625,3513.27734375,3664.1689453125,4037.525390625,4400.103515625,4306.740234375,4379.162109375,4985.6923828125,5340.4404296875,5262.7734375,5171.2275390625,5510.984375,5437.7099609375,5766.9423828125,5853.541015625,5782.0654296875,6326.07421875,6554.01171875,6136.5751953125,6575.478515625,6326.587890625,6277.8896484375,6534.3603515625,6452.251953125,6354.8876953125,6659.2685546875,7003.6201171875,6531.822265625,7060.5693359375,7199.546875,6650.6513671875,6809.1416015625,7263.7294921875,6902.9873046875,6707.2138671875,7321.6796875,6958.40234375,6759.138671875,6762.6376953125,7439.24609375,6833.6162109375,7248.162109375,7219.923828125,6938.875,7303.7119140625,7476.955078125,7506.9814453125,7003.720703125,7248.4208984375,7736.85546875,7191.896484375,7406.4052734375,7847.8291015625,7600.970703125,7913.1513671875,8071.6728515625,7743.7666015625,7350.6416015625,7596.0078125,8003.662109375,7545.6240234375,7753.376953125,7639.64453125,7949.30859375,8346.8779296875,8373.8037109375,8539.01953125,7998.03125,8047.06640625,8876.7177734375,8749.298828125,8488.66015625,8761.478515625,9046.251953125,8857.2197265625,9188.783203125,9135.9453125,8821.44921875,8899.9267578125,9435.5498046875,9039.4970703125,9438.2578125,9849.4951171875,9478.3212890625,9541.3125
120,2280.8408203125,2310.818359375,2582.625,2331.3154296875,2678.0927734375,2596.5126953125,2507.3193359375,2623.083984375,2855.9072265625,2894.2998046875,3033.5732421875,3263.83203125,3108.306640625,3334.5927734375,3629.16796875,3762.6015625,3759.40625,4240.1259765625,4116.2294921875,4546.9599609375,4836.3330078125,5329.794921875,4998.0849609375,5470.0712890625,5367.3212890625,5738.484375,6074.96484375,6188.2919921875,6153.0693359375,6435.802734375,6412.326171875,6822.7255859375,7120.3212890625,6595.1240234375,6962.0712890625,7282.279296875,6980.7265625,7431.3203125,7053.2841796875,7782.9951171875,7168.17578125,7790.697265625,7570.9912109375,7723.1953125,8079.330078125,7511.3369140625,7558.0546875,7868.814453125,7724.2841796875,7521.5615234375,7973.1630859375,8234.7353515625,8288.849609375,8205.7099609375,7706.275390625,8108.0126953125,7701.8095703125,8128.0234375,7678.53515625,8387.6259765625,7753.546875,7920.265625,7750.091796875,7943.0556640625,7933.2958984375,8282.505859375,8536.2587890625,8712.810546875,8668.935546875,8743.3544921875,8397.5185546875,8481.3037109375,8803.16015625,8186.1904296875,8575.099609375,8443.0205078125,9061.4443359375,8743.9794921875,8512.62109375,8673.8857421875,9135.0341796875,8699.076171875,9251.3447265625,9325.388671875,9054.8095703125,9296.5576171875,9215.3212890625,9387.9755859375,9474.6640625,9453.9609375,9915.435546875,9477.09375,10299.458984375,9932.1044921875,9904.9013671875,10049.1953125,10265.6630859375,10111.55859375,10382.82421875,10390.615234375
130,2694.9521484375,2785.0849609375,2750.1142578125,2713.091796875,2826.6640625,2918.7490234375,2949.8408203125,3042.9609375,3130.7451171875,3268.9091796875,3292.44140625,3612.9013671875,3710.890625,3745.0859375,3976.357421875,4113.1181640625,4457.0634765625,4678.7783203125,4634.6259765625,5107.5908203125,5391.841796875,5389.537109375,5527.0283203125,5871.1533203125,6466.31640625,6243.2724609375,6513.78515625,6981.1103515625,6645.43359375,7154.720703125,7432.3828125,7546.173828125,7652.541015625,8025.2841796875,8151.1484375,8186.662109375,7817.2685546875,8004.7568359375,8636.443359375,8030.955078125,8603.4482421875,8513.0703125,8717.2373046875,9092.068359375,8730.7919921875,9145.0849609375,9108.6279296875,9234.1796875,9366.68359375,8756.841796875,8604.2451171875,8843.6455078125,9047.9169921875,8719.2197265625,9279.150390625,8719.3427734375,9306.3486328125,8738.0634765625,9220.0341796875,8752.5986328125,9443.7138671875,9295.4951171875,9641.08984375,8938.5068359375,9568.939453125,9327.9052734375,9238.5654296875,9400.8388671875,9935.3115234375,9167.3330078125,9809.6083984375,9160.724609375,9336.056640625,9446.2763671875,10106.6357421875,9662.939453125,10354.82421875,9463.2421875,9541.2626953125,9705.1455078125,9781.4501953125,9637.92578125,9936.11328125,10339.2236328125,10073.4658203125,10424.08203125,10085.8359375,10732.11328125,10292.4609375,10782.4541015625,10962.60546875,10392.8046875,10812.6025390625,11350.7353515625,10966.9951171875,11495.341796875,10884.12109375,11642.46875,11668.0390625,12036.478515625
140,3123.5107421875,3253.5322265625,3246.1513671875,3070.828125,3032.1181640625,3373.28125,3214.7568359375,3534.1826171875,3670.9228515625,3748.2646484375,3646.9619140625,3784.5087890625,4253.962890625,4166.1162109375,4462.7421875,4818.5869140625,4957.3408203125,5229.4326171875,5493.07421875,5676.119140625,5861.763671875,5913.6962890625,6154.634765625,6740.0283203125,6725.49609375,6809.9736328125,7032.4599609375,7466.8203125,7455.4951171875,7843.4892578125,8160.154296875,7930.8310546875,8038.337890625,8688.568359375,8918.01171875,8487.9951171875,8999.484375,9321.5947265625,8942.3037109375,9610.94140625,9635.46875,9336.9873046875,9657.53125,9989.49609375,9549.537109375,9616.0830078125,10155.0927734375,9542.4228515625,9713.58203125,10035.1806640625,9813.8779296875,9675.5478515625,10435.9384765625,9961.2939453125,10390.5087890625,10490.478515625,9843.3603515625,10029.9306640625,10251.994140625,9998.421875,10167.765625,10654.1259765625,10563.3125,10148.6640625,10170.2451171875,10743.1865234375,10593.673828125,10563.1767578125,10338.5205078125,10297.126953125,10391.9482421875,10730.8818359375,10666.2001953125,10555.970703125,11111.9658203125,10995.3251953125,10644.5458984375,11017.7216796875,11026.3662109375,10653.490234375,10871.3359375,10992.603515625,11399.8671875,10934.447265625,11521.1845703125,11054.1591796875,11194.572265625,11304.6806640625,11596.2060546875,11618.384765625,11973.427734375,12084.634765625,11978.568359375,11603.740234375,12298.0380859375,11845.4814453125,12211.12109375,12582.203125,12321.8330078125,12084.9052734375
150,3325.677734375,3750.7578125,3818.0048828125,3498.8115234375,3966.455078125,3536.720703125,4040.6943359375,3809.0908203125,4144.908203125,4072.75,4323.23046875,4249.822265625,4624.3642578125,4849.3193359375,5199.24609375,4981.69921875,5335.5791015625,5855.029296875,5889.46484375,5887.3984375,6499.865234375,6975.4072265625,6967.56640625,7441.0888671875,7545.923828125,7666.4423828125,8218.95703125,8261.4296875,8623.3115234375,8932.330078125,8910.4775390625,8795.455078125,9206.224609375,9398.322265625,9950.513671875,9538.8173828125,10057.3955078125,9795.8603515625,10515.0537109375,10451.796875,10474.6982421875,10472.6455078125,11119.0712890625,10529.8017578125,11036.6376953125,10794.474609375,10893.330078125,11555.0244140625,11382.0048828125,11473.564453125,11510.8896484375,11245.84375,11675.2431640625,11336.693359375,11662.3486328125,11898.1064453125,11322.150390625,12070.67578125,11902.6640625,11373.857421875,11617.556640625,11868.396484375,11600.7119140625,12087.5107421875,12241.740234375,12237.46875,11956.9365234375,11506.72265625,11906.4365234375,12308.5419921875,11844.7177734375,12517.6123046875,12407.8310546875,12389.3505859375,12337.6591796875,12143.0859375,11918.5478515625,12422.03125,12565.9736328125,11884.4248046875,12174.9580078125,12220.4365234375,12407.70703125,12292.1435546875,12898.3525390625,12906.8525390625,12744.076171875,12355.408203125,12414.8134765625,13187.734375,13094.2861328125,13330.7568359375,13268.779296875,13201.7529296875,13222.8125,13585.4755859375,13555.9384765625,13293.5888671875,13817.828125,13102.564453125
160,3999.0205078125,4153.6171875,4246.7958984375,4066.1337890625,4440.208984375,4458.291015625,4461.15234375,4315.9775390625,4632.0234375,4599.888671875,4665.1591796875,5295.404296875,5347.3798828125,5473.84765625,5891.61328125,6049.2236328125,5924.2724609375,6148.822265625,6749.2744140625,6663.482421875,7044.17578125,7572.361328125,7737.7626953125,7871.193359375,8313.1240234375,8283.904296875,8907.736328125,9113.876953125,9136.919921875,9287.8330078125,9689.6484375,9965.2119140625,9892.4638671875,10444.119140625,10530.09375,10539.1875,11013.7158203125,10934.9453125,11221.1435546875,11380.333984375,11719.75390625,11645.203125,12019.765625,11929.9931640625,12132.3544921875,12526.716796875,12192.5078125,12335.01953125,12788.873046875,12507.2783203125,12619.58984375,12514.9765625,12898.896484375,12712.9736328125,12630.4228515625,12915.912109375,13189.2236328125,12846.3701171875,13149.677734375,13330.95703125,13006.23828125,13368.107421875,12899.828125,13411.0908203125,13475.708984375,13241.1435546875,13425.6865234375,13394.4208984375,13120.1572265625,13569.6748046875,13267.9892578125,13653.0302734375,13576.0146484375,13618.0703125,13766.501953125,13734.455078125,13728.3369140625,13883.3896484375,13842.416015625,13727.0068359375,13858.533203125,13681.2802734375,13515.494140625,14063.3369140625,13470.908203125,14187.4423828125,14123.130859375,14164.7919921875,14448.1416015625,14333.126953125,13904.49609375,13896.759765625,14401.7880859375,14003.2197265625,14043.0400390625,14655.0458984375,14199.2373046875,14333.8330078125,14338.8466796875,14406.12109375
170,4288.5205078125,4302.8203125,4282.02734375,4509.453125,4466.666015625,4687.71484375,4667.615234375,4776.3828125,5026.7890625,5065.0146484375,5213.865234375,5531.48828125,5505.8525390625,5882.751953125,6065.732421875,6186.3935546875,6398.7734375,6835.404296875,7010.3876953125,7241.5048828125,7571.9443359375,8079.8720703125,8222.080078125,8265.6171875,8710.728515625,9033.1044921875,8914.3232421875,9551.392578125,9716.037109375,9932.078125,10568.443359375,10219.9306640625,11054.9384765625,11202.1748046875,11186.626953125,11560.8505859375,11902.6630859375,11570.171875,12445.57421875,12215.3544921875,12708.7958984375,12380.18359375,12824.0400390625,12826.4423828125,12790.056640625,12955.751953125,13899.7958984375,13154.9677734375,13934.5791015625,13623.443359375,14099.140625,13706.8720703125,14176.556640625,14012.6669921875,13697.8759765625,14515.615234375,13830.6953125,13693.5234375,14117.3154296875,14622.9091796875,14685.3369140625,14051.998046875,14864.3984375,13991.2958984375,15139.330078125,15085.7197265625,14157.2548828125,15137.6787109375,14667.1435546875,15027.54296875,14328.3603515625,15145.7763671875,14477.3955078125,14429.8349609375,15051.8828125,14687.359375,14465.1962890625,15119.060546875,14965.40625,14732.958984375,15219.732421875,15342.0859375,14612.283203125,15424.1943359375,14969.6396484375,14957.7353515625,15362.2529296875,15433.20703125,15487.08203125,14808.7099609375,15805.5595703125,15271.7314453125,15760.853515625,15210.7822265625,15330.4443359375,15437.9267578125,15551.16796875,15367.1826171875,15707.357421875,16280.599609375
180,4434.126953125,4580.8681640625,4653.02734375,4625.849609375,4656.0400390625,4816.0390625,4850.212890625,4994.16796875,5175.8115234375,5382.0166015625,5513.580078125,5727.205078125,5760.0537109375,6036.140625,6353.9111328125,6524.751953125,6780.255859375,7034.7490234375,7210.0693359375,7449.4931640625,8088.71484375,8201.96484375,8584.044921875,8768.3134765625,9129.6357421875,9405.02734375,9661.5849609375,9940.509765625,10228.3916015625,10353.3203125,10782.97265625,10911.43359375,11388.0,11467.7822265625,11817.9658203125,12215.7607421875,12297.9873046875,12675.3076171875,12722.94140625,13137.90234375,13059.6533203125,13632.11328125,13872.9052734375,13872.1904296875,14334.263671875,14382.0634765625,14315.3134765625,14728.2783203125,14527.544921875,15101.7265625,14692.98046875,14752.3935546875,15199.6044921875,15491.0859375,15019.9482421875,15372.9619140625,15379.87109375,15500.998046875,15556.09765625,15982.1826171875,15386.1201171875,15778.8828125,15432.759765625,15885.541015625,15722.7744140625,15905.0439453125,15843.3994140625,15893.345703125,15934.9912109375,16302.0869140625,16200.341796875,16326.537109375,16109.0625,16318.740234375,16466.41015625,15847.4873046875,15888.9873046875,16255.65625,15963.6875,16015.4541015625,16182.6640625,16066.9296875,16368.8916015625,16774.228515625,16302.8828125,16238.72265625,16590.0576171875,16383.251953125,16824.8544921875,16289.0498046875,16661.41015625,16872.689453125,16722.1533203125,16558.212890625,17177.3583984375,17242.6533203125,16924.224609375,17348.8740234375,16873.6689453125,17093.970703125
190,4538.14453125,4751.5146484375,4648.40234375,4876.5458984375,4903.7177734375,5085.46484375,5157.55859375,5215.4677734375,5457.7255859375,5557.9765625,5806.21484375,5884.7412109375,6063.341796875,6407.0263671875,6572.3076171875,6947.4970703125,7262.208984375,7403.93359375,7821.564453125,8158.2080078125,8095.0751953125,8762.7216796875,8850.1572265625,9156.7275390625,9591.6572265625,9973.4541015625,10084.74609375,10678.7431640625,10774.146484375,10937.2607421875,11218.9130859375,11800.6875,11977.0029296875,12115.40234375,12736.6962890625,13035.26953125,13317.232421875,13157.9306640625,13862.0390625,14061.1591796875,14003.9638671875,14189.837890625,15091.94140625,15091.9677734375,15109.689453125,15412.4384765625,15883.4970703125,15930.3046875,15808.00390625,16434.8798828125,16058.947265625,16434.294921875,16287.31640625,16453.7705078125,17183.0126953125,17316.166015625,17192.0439453125,16764.6640625,17134.1611328125,17267.75390625,17330.6298828125,17512.927734375,17415.77734375,17967.1552734375,18028.3955078125,17515.5751953125,18166.00390625,17503.5185546875,17838.65234375,18016.0458984375,17870.9091796875,18370.1728515625,18301.1845703125,18112.6416015625,18219.3544921875,17796.19921875,18464.5615234375,18523.404296875,18533.2744140625,18765.5595703125,18527.67578125,18044.4267578125,18677.884765625,18377.06640625,18241.2451171875,18776.8876953125,18092.318359375,18818.6240234375,18235.4423828125,18428.0,19002.62109375,18373.150390625,18284.07421875,18875.2646484375,18412.9140625,18689.7197265625,18679.1171875,18843.421875,18507.3828125,18828.97265625
200,4848.6533203125,4818.6103515625,4901.0439453125,5006.646484375,5077.2841796875,5067.0947265625,5426.48828125,5470.6669921875,5735.416015625,5758.0810546875,5849.154296875,6286.8125,6490.70703125,6783.52734375,7044.7265625,7192.0810546875,7664.6591796875,7737.8701171875,8312.1298828125,8526.6689453125,8841.7646484375,9097.375,9607.0107421875,9801.5673828125,9949.2783203125,10479.84375,10867.1240234375,10871.4501953125,11290.732421875,11701.3037109375,11786.33984375,12240.701171875,12295.4912109375,12644.3037109375,13326.2333984375,13302.2919921875,13616.5654296875,14241.654296875,14455.7421875,14473.4306640625,14816.7451171875,15521.9287109375,15947.4638671875,16017.84765625,16190.3427734375,16461.2626953125,16554.51953125,16619.89453125,17174.78125,17409.7314453125,17491.341796875,17488.513671875,17597.3203125,18289.755859375,18451.8310546875,18447.427734375,18654.5830078125,18829.21875,19004.3896484375,18989.5146484375,19104.1953125,18754.1611328125,19139.373046875,18962.087890625,19404.626953125,19448.0029296875,19903.0078125,19737.984375,19320.708984375,19357.40234375,19335.1162109375,19399.9794921875,19582.5712890625,19690.9091796875,19575.6337890625,19627.341796875,19493.0673828125,19667.806640625,19794.6982421875,19808.140625,19731.69140625,20133.3544921875,19720.2431640625,20084.94921875,20298.29296875,20407.1142578125,19985.421875,20378.57421875,20357.9521484375,20046.150390625,20436.3544921875,20101.7353515625,20248.69921875,20611.5625,20277.4375,19997.9697265625,20250.630859375,20060.9931640625,20082.9521484375,20624.6298828125
210,5234.2236328125,4937.51953125,5359.341796875,5452.21875,5252.9853515625,5686.955078125,5916.3974609375,5685.69921875,6085.7939453125,6169.482421875,6563.8359375,6696.7099609375,7011.0771484375,7189.271484375,7482.322265625,7892.5732421875,8051.41015625,8194.150390625,8610.90625,8760.599609375,9332.5390625,9762.453125,10031.2939453125,10337.4208984375,10628.0556640625,10723.4482421875,11239.1904296875,11727.4013671875,11674.4267578125,12006.259765625,12556.125,12606.6416015625,13094.4521484375,13527.7705078125,13818.8330078125,14124.4619140625,14374.3740234375,14708.0224609375,15070.626953125,15348.5068359375,15775.8359375,16058.4462890625,16372.6611328125,16805.3427734375,17386.0498046875,17571.7080078125,17703.978515625,17776.1904296875,18196.486328125,18325.5732421875,18712.001953125,18694.7470703125,19380.0576171875,19047.2880859375,19319.55078125,19747.751953125,19879.4609375,20001.53515625,20350.177734375,19966.9384765625,20229.6240234375,20548.5849609375,20277.841796875,21011.2216796875,21052.7724609375,20975.0927734375,21264.13671875,21035.11328125,20845.544921875,21587.0224609375,21213.927734375,21784.1650390625,21626.9560546875,21649.7314453125,21483.2626953125,21276.166015625,21744.294921875,21353.09375,21622.7861328125,21378.166015625,21834.36328125,21827.0927734375,21989.3115234375,21715.65625,22030.525390625,21901.0771484375,22014.7744140625,21793.6171875,21896.8115234375,22156.5087890625,22203.150390625,21855.7529296875,21813.478515625,22599.9296875,22282.4306640625,22441.90625,22556.3583984375,22506.193359375,22110.3974609375,22791.8671875
220,5345.57421875,5413.39453125,5539.8349609375,5601.1806640625,5641.37890625,5891.65234375,6051.2177734375,6125.2568359375,6347.8486328125,6542.3466796875,6751.96484375,6958.7509765625,7306.3974609375,7492.0361328125,7893.9619140625,8098.5107421875,8353.3994140625,8761.908203125,9175.5,9427.1171875,9618.4365234375,10185.5458984375,10642.6572265625,10630.8837890625,11187.408203125,11287.7314453125,11792.2978515625,11857.16796875,12205.73828125,12652.2353515625,13111.4599609375,13397.4462890625,13713.3896484375,13872.3388671875,14241.3857421875,14518.7919921875,14861.7158203125,15237.1513671875,15715.9365234375,15987.1240234375,16141.4541015625,16803.8935546875,17250.1923828125,17447.400390625,17741.3798828125,18332.2275390625,18394.0673828125,18702.640625,19091.6845703125,19432.443359375,19353.93359375,20032.18359375,20000.8544921875,20311.828125,20767.548828125,20900.7939453125,20900.8291015625,21144.794921875,21609.376953125,21973.2265625,21971.7041015625,21678.517578125,22261.22265625,22407.876953125,22619.875,22761.32421875,22527.408203125,22926.4306640625,22911.0302734375,22960.0478515625,23142.537109375,22900.5546875,23103.154296875,23323.2392578125,23377.2255859375,23393.3486328125,23200.330078125,22994.94140625,23546.9267578125,23508.2685546875,23361.5107421875,23816.6337890625,23775.9619140625,23477.66796875,23664.7265625,23921.06640625,23978.11328125,23595.7275390625,24105.0498046875,24074.6533203125,23933.92578125,23710.521484375,23757.486328125,23683.0537109375,23979.4091796875,23758.5244140625,23981.677734375,24080.275390625,23994.271484375,24152.2607421875
230,5483.8076171875,5592.841796875,5630.1240234375,5726.859375,5787.1630859375,5963.2998046875,6164.8720703125,6220.345703125,6668.78125,6647.5595703125,7074.63671875,7135.689453125,7412.103515625,7861.076171875,8081.740234375,8310.0380859375,8460.9599609375,8851.521484375,9155.6845703125,9482.62109375,9861.3720703125,10198.7626953125,10594.927734375,10942.5068359375,11165.568359375,11372.2080078125,11909.51171875,12118.0224609375,12355.5185546875,12872.2978515625,13147.6162109375,13377.3203125,13727.6123046875,14060.5341796875,14432.4404296875,14737.990234375,15092.9140625,15427.2060546875,15674.083984375,16243.7392578125,16424.9755859375,16783.115234375,17367.1005859375,17666.8017578125,17928.466796875,18346.3681640625,18521.36328125,18844.796875,19237.67578125,19534.1943359375,19778.8212890625,20143.4482421875,20577.080078125,20489.1455078125,20913.9189453125,21031.7685546875,21289.33984375,21478.8447265625,21805.6533203125,21954.373046875,21884.232421875,22217.3330078125,22529.7197265625,22698.185546875,22596.8095703125,23046.4609375,23010.5576171875,23234.6787109375,23259.841796875,23280.109375,23254.953125,23384.2734375,23388.392578125,23786.4267578125,23901.22265625,23762.5205078125,23878.361328125,23980.01171875,23702.734375,24071.451171875,24001.4853515625,24243.10546875,24083.208984375,24405.6337890625,24087.1982421875,24580.2998046875,24076.5947265625,24009.5947265625,24295.2060546875,24228.4521484375,24366.37109375,24140.765625,24587.576171875,24578.47265625,24161.833984375,24566.4228515625,24354.146484375,24548.06640625,24526.3310546875,24561.3056640625
240,5570.4755859375,5611.3330078125,5653.4423828125,5910.2373046875,5897.2587890625,5772.4072265625,6052.033203125,6168.2421875,6360.814453125,6716.451171875,6914.9033203125,7240.2578125,7317.390625,7761.8701171875,8027.556640625,8204.1328125,8632.8076171875,8804.517578125,9170.408203125,9530.0595703125,9744.8583984375,10203.2177734375,10599.2890625,10796.7275390625,11226.7724609375,11602.263671875,11627.87890625,12164.0888671875,12558.3125,12830.40625,13183.2802734375,13420.5244140625,13839.4326171875,14185.0859375,14371.5078125,14753.5380859375,15046.9150390625,15725.2138671875,15864.6611328125,16315.8232421875,16615.513671875,16767.7236328125,17339.2939453125,17650.4619140625,17826.8935546875,18252.74609375,18608.34765625,18993.7744140625,19182.4814453125,19547.2392578125,19929.8115234375,20352.0986328125,20283.927734375,20522.6328125,20872.0791015625,21074.4853515625,21269.439453125,21520.8076171875,21721.9658203125,21874.9345703125,22052.1494140625,22233.11328125,22293.8994140625,22658.2119140625,22734.58984375,22949.9443359375,22887.1748046875,23106.0947265625,23165.1787109375,23583.9052734375,23422.154296875,23569.240234375,23443.8447265625,23658.0146484375,23744.88671875,23700.09765625,23716.5771484375,23822.8125,23964.8828125,23918.4287109375,24086.4609375,24000.1328125,24179.615234375,24096.8720703125,24293.2001953125,24297.30859375,24233.8115234375,24352.7861328125,24390.5556640625,24361.1015625,24183.2265625,24590.0625,24194.5615234375,24437.669921875,24368.4931640625,24490.9140625,24441.861328125,24401.19140625,24295.044921875,24693.0751953125
250,5514.9609375,5643.8330078125,5670.75,5729.451171875,5828.94140625,5874.3408203125,6131.0341796875,6267.85546875,6423.6572265625,6646.400390625,6867.146484375,7143.3291015625,7388.21875,7730.24609375,7910.515625,8262.8291015625,8488.4462890625,8928.171875,9337.5234375,9516.0146484375,9821.0048828125,10324.046875,10590.71484375,10928.248046875,11212.294921875,11483.2265625,11782.22265625,12222.79296875,12534.4755859375,12615.240234375,13158.603515625,13463.978515625,13696.6552734375,13973.28515625,14424.37109375,14937.908203125,15115.232421875,15420.1826171875,15600.8896484375,16074.9794921875,16350.0146484375,16763.73046875,17315.3642578125,17522.720703125,17963.14453125,18351.3515625,18729.921875,18841.0859375,19201.927734375,19723.669921875,19857.9697265625,20037.8623046875,20401.986328125,20737.8056640625,20848.373046875,21170.7421875,21420.193359375,21498.4814453125,21884.3779296875,22063.5390625,22015.19921875,22217.7255859375,22300.6572265625,22554.4794921875,22974.01171875,22876.0400390625,23129.7099609375,23371.671875,23216.6572265625,23470.5341796875,23628.46875,23630.6298828125,23438.1533203125,23828.17578125,23595.5078125,23592.087890625,24010.2431640625,24066.974609375,23866.8818359375,24231.009765625,24086.24609375,24163.1279296875,24062.4716796875,24144.2802734375,24130.564453125,24279.791015625,24401.1142578125,24048.6845703125,24427.9462890625,24394.958984375,24434.703125,24176.25390625,24449.666015625,24379.6884765625,24307.2138671875,24776.1220703125,24701.4921875,24515.029296875,24671.8759765625,24512.0400390625
